Категория,Артикул,Бренд,Фото (ссылка),Фото (ссылка) 2,,,,Фото (ссылка) 3,Размер,Описание,Материал,Покрытие,Камень,Цена,Количество,Коллекции,
серьги,R2093 ''Notsobig'' Scrunch,completedworks,https://drive.google.com/file/d/1BnsuSIcLul9swnP8m4gFmKThLQPoN9xZ/view?usp=drive_link,https://drive.google.com/file/d/1igxMhxuf0DmNjiTDfDq4batoXK_tDUju/view?usp=drive_link,https://drive.google.com/file/d/1dTX1rr-N-gQNAtvBbkjK_uSmZwO2v5dv/view?usp=drive_link,https://drive.google.com/file/d/1RqvO-4jdFj4wgAsCrExj6T5BO3AkpNJL/view?usp=drive_link,https://drive.google.com/file/d/1F29zPwfx2v5HUTsvJb_hHdnanPy77BiB/view?usp=drive_link,,2.5 см,"Серьги ""Notsobig"" Scrunch

Позолоченные серьги-пусеты в виде ризинки для волос"," 
Серебро
"," 

Позолота"," 

",215 000,1,,
серьги,R2110 ''Notsobig'' Groundswell,completedworks,https://drive.google.com/file/d/1kcvkNB6uYanASoMH6efgf0oPxQRTmbum/view?usp=drive_link,https://drive.google.com/file/d/1sWz3tVIkQwqRp284NN2lA0wgdEw0_ufz/view?usp=drive_link,,,,,1.5 см,"Серьги ""Notsobig"" Groundswell

Серьги-пусеты в виде струящийся ткани шелка"," 
Серебро"," 
"," 
",126 000,1,,
колье,0131N,PLOW,https://drive.google.com/file/d/1kO5ndepX2PD4ofMvGV2nvprTzRyEp3IZ/view?usp=drive_link,https://drive.google.com/file/d/1Gm7GNN6kqUpccewE5oGH0YAKQ7oCMKn5/view?usp=drive_link,https://drive.google.com/file/d/1S3fOgCd1ArtV8XOvAClIc3WflZVMKUQs/view?usp=drive_link,https://drive.google.com/file/d/1yOknsXnCWQj6cOoH-WWLrfxNZu2CBXrv/view?usp=drive_link,,,Регулируемый,"Колье с открывающейся подвеской Essence Stone
Регулируемый: 82-89 см"," 
Серебро
",Позолота,,257 000,0,,
колье,NE2310011SNO,PLOW,https://drive.google.com/file/d/1HnLFQfdgMMjIo9Dz7BZ4isouWeG-Rd3s/view?usp=drive_link,https://drive.google.com/file/d/1WbsODxj9KKscg6_Ega9-HzpwhUA34mUd/view?usp=drive_link,https://drive.google.com/file/d/1Ao5G9W8VSKN5Wi4JzW_Ps-yw5PU3b4Bi/view?usp=drive_link,https://drive.google.com/file/d/1a4iAG6kWZn6LMLkO20a2Hi-reOtCrl7l/view?usp=drive_link,,, 52 см,"Колье Flower Chain

Колье с цветочными звеньями и съемным замком

Максимальная длина: 52 см"," 
Серебро",,,362 000,1,,
колье,NE2330031SOX,PLOW,https://drive.google.com/file/d/1DfoulK1Etyinr_PznZ-PiGGkySBnL3gP/view?usp=drive_link,https://drive.google.com/file/d/1BJCga7iB0NvQo5m-ehnCEQVavUk2fAqw/view?usp=drive_link,,,,,54 см,"Колье Onyx Cap

Минималистичное колье с круглой подвеской с камнем оникс"," 
Серебро
",,Оникс,116 000,1,,
Кольца,0177R,PLOW,https://drive.google.com/file/d/1-gcvbtdxXEMf4SRvTEzKqKeXnzy2OITb/view?usp=share_link,https://drive.google.com/file/d/1by_4O2-JWKt-nD5vp6HTMiSHnij3mI7o/view?usp=share_link,https://drive.google.com/file/d/1by_4O2-JWKt-nD5vp6HTMiSHnij3mI7o/view?usp=share_link,,,,16.5,"Серебрянное кольцо с круглым янтарем

Кольцо с круглым вращающимся янтарем"," 
Серебро
",,Янтарь,221 000,1,,
Кольца,0190R,PLOW,https://drive.google.com/file/d/1aEh2aquSoY_hbHgXeKWozy9jbc-CRZ98/view?usp=drive_link,https://drive.google.com/file/d/1HF4vv2FZzMq2PE-wX8uxXYFJhjSgPKVw/view?usp=drive_link,https://drive.google.com/file/d/1A-nSa7LZ4Mnppr4ubkAExMrz0k5R5Mf_/view?usp=drive_link,https://drive.google.com/file/d/1BgEIlJfa9oXzfQ8jGe4yHOg8jzFFh7Ql/view?usp=drive_link,,,15.5,"Кольцо Onyx

Кольцо с камнем оникс неправильной формы"," 
Серебро
",,Оникс,225 000,1,,
Кольца,RG2330011YNO,PLOW,https://drive.google.com/file/d/18sBj-p0keLAal6QLnBXljiMZVvwkRXkC/view?usp=drive_link,https://drive.google.com/file/d/1sJiovaSuBSjIW88Yw2YgGDP6jeNPARU6/view?usp=drive_link,https://drive.google.com/file/d/1kkNJ2AgoxE1NXkCumh9gE6b-1adTXqph/view?usp=drive_link,,,,15.5,"Кольцо Roll Small

Позолоченное кольцо ""боченок"""," 
Серебро
",Позолота,,115 000,1,,
браслет,MLS940 KAKI,Marie Laure Chamorel,https://drive.google.com/file/d/1UD0rG986QM22bLFH5Ep1lvPpMynKlKHt/view?usp=drive_link,https://drive.google.com/file/d/1uO_l8-k89dD9Sm1uIaF1NthYCkI-Az6a/view?usp=drive_link,,,,,Регулируемый,"Плетенный браслет PINK KHAKI с бриллиантами

Плетенный браслет из шелковых нитей розового цвета и хаки. Центральная вставка из позолоченного серебра с бриллиантами

Размер: 14-17 см"," Серебро, шелк", Позолота,Бриллианты,291 000,1,,
браслет,MLS906 - GOLD RED NAVY,Marie Laure Chamorel,https://drive.google.com/file/d/14yGTc171x_CVYIyCoUvwwmCtX1Hg7lQF/view?usp=drive_link,,,,,,Регулируемый,"Плетенный браслет RED NAVY с алмазами польки

Плетенный браслет из шелковых нитей красного и синего цвета. Центральная вставка из позолоченного серебра с алмазами польки

Размер 15-17.5 см"," Серебро, шелк", Позолота,Алмаз Полька,392 000,1,,
браслет,MLS906 - GOLD WHITE BLACK,Marie Laure Chamorel,https://drive.google.com/file/d/1bUEDyRQDRWLrnmaClF-QrKXJo-zOFoLf/view?usp=drive_link,,,,,,Регулируемый,"Плетенный браслет WHITE BLACK с алмазами польки

Плетенный браслет из шелковых нитей белого и черного цвета. Центральная вставка из позолоченного серебра с алмазами польки

Размер: 15-17.5 см"," Серебро, шелк", Позолота,Алмаз Полька,392 000,1,,
браслет,MLS827 - WHITE SILVER WHITE,Marie Laure Chamorel,https://drive.google.com/file/d/1s6T7H09fIdwYtkUQIkYwFi3WP4dZ49kE/view?usp=drive_link,,,,,,Регулируемый,"Плетенный браслет с алмазом польки SILVER WHITE

Плетенный браслет из нежных цепочек и шелковой нити белого цвета с центральной вставкой алмаз польки

Размер: 15-17.5 см"," Серебро, шелк", Позолота,Алмаз Полька,131 000,2,,
браслет,MLS827 - RUTHENIUM LX GOLD,Marie Laure Chamorel,https://drive.google.com/file/d/1k8tlNGYiIqbcvnuejGVZ5UHZmKx77bC9/view?usp=drive_link,,,,,,Регулируемый,"Плетенный браслет с алмазом польки GOLD BLACK

Плетенный браслет из нежных позолоченных цепочек и цепочек графитового цвета с центральной вставкой алмаз польки

Размер: 15-17.5 см", Серебро,"Рутений 
Позолота",Алмаз Полька,138 000,1,,
браслет,MLS183 - SILVER GREY,Marie Laure Chamorel,https://drive.google.com/file/d/1NxVbr6U0-EUZ_LFyFNPw9f70tZir0qJt/view?usp=drive_link,https://drive.google.com/file/d/1QmFiC2VObhWX-C5mHXch_a9j24s1EsVY/view?usp=drive_link,,,,,безразмерный,"Плетенный браслет SILVER

Плетенный браслет из нежных цепочек и шелковой нити серого цвета"," Серебро, шелк"," 
 
"," 
 
",128 000,2,,
браслет,MLS183 SILVER_BURGUNDY,Marie Laure Chamorel,https://drive.google.com/file/d/1bNI4fTaHtoah9V9skEPTf-Sn2lF80ltX/view?usp=drive_link,https://drive.google.com/file/d/1QmFiC2VObhWX-C5mHXch_a9j24s1EsVY/view?usp=drive_link,,,,,безразмерный,"Плетенный браслет SILVER BURGUNDI

Плетенный браслет из нежных цепочек и шелковой нити цвета бургунди"," Серебро, шелк"," 
 
"," 
 
",128 000,0,,
браслет,MLS183 GOLD_BEIGE,Marie Laure Chamorel,https://drive.google.com/file/d/1St-1nE-EE_pD86R0UW8YmXRcigD-LkQd/view?usp=drive_link,https://drive.google.com/file/d/1QmFiC2VObhWX-C5mHXch_a9j24s1EsVY/view?usp=drive_link,,,,,безразмерный,"Плетенный браслет GOLD BEIGE

Плетенный браслет из нежных позолоченных цепочек и шелковой нити бежевого цвета"," Серебро, шелк",Позолота," 
 

",134 000,2,,
браслет,MLS183 - GOLD BURGUNDI,Marie Laure Chamorel,https://drive.google.com/file/d/1qcBZ8BZJbmiNAivue4RoT7jptWPgX-kw/view?usp=drive_link,https://drive.google.com/file/d/1QmFiC2VObhWX-C5mHXch_a9j24s1EsVY/view?usp=drive_link,,,,,безразмерный,"Плетенный браслет GOLD BURGUNDI

Плетенный браслет из нежных позолоченных цепочек и шелковой нити цвета бургунди"," Серебро, шелк",Позолота," 
 

",134 000,1,,
браслет,MLS183 GOLD_CARAMEL,Marie Laure Chamorel,https://drive.google.com/file/d/1xAwIJMKbiIDLpeSeyDD37JQmp0iybGqq/view?usp=drive_link,https://drive.google.com/file/d/1QmFiC2VObhWX-C5mHXch_a9j24s1EsVY/view?usp=drive_link,,,,,безразмерный,"Плетенный браслет GOLD CARAMEL

Плетенный браслет из нежных позолоченных цепочек и шелковой нити цвета карамель"," Серебро, шелк",Позолота," 
 

",134 000,3,,
браслет,MLS183 GOLD_GREY,Marie Laure Chamorel,https://drive.google.com/file/d/1IXou06J73rY6tv5YcExLitXz8OwOBD4l/view?usp=drive_link,https://drive.google.com/file/d/1QmFiC2VObhWX-C5mHXch_a9j24s1EsVY/view?usp=drive_link,,,,,безразмерный,"Плетенный браслет GOLD GREY

Плетенный браслет из нежных позолоченных цепочек и шелковой нити серого цвета"," Серебро, шелк",Позолота," 
 

",134 000,1,,
браслет,MLS183 GOLD_KAKI,Marie Laure Chamorel,https://drive.google.com/file/d/1dS5DOfHGDVT7xlCnaD3LrZ8BOgg7PEw6/view?usp=drive_link,https://drive.google.com/file/d/1QmFiC2VObhWX-C5mHXch_a9j24s1EsVY/view?usp=drive_link,,,,,безразмерный,"Плетенный браслет GOLD KHAKI

Плетенный браслет из нежных позолоченных цепочек и шелковой нити цвета хаки"," Серебро, шелк",Позолота," 
 

",134 000,3,,
браслет,MLS628 WHITE SILVER GOLD MESH,Marie Laure Chamorel,https://drive.google.com/file/d/1ay10SwOYuCCBHVOH1jt4DvPXVXxZ2SBP/view?usp=drive_link,,,,,,безразмерный,"Плетенный браслет GOLD WHITE

Плетенный браслет из серебра и шелковых нитей с акцентным кольчужным центром"," Серебро, шелк","Позолота, родий"," 
 
",185 000,3,,
браслет,1C001 WHITE_BRONZE,Marie Laure Chamorel,https://drive.google.com/file/d/1zLgIFgU9ARYvwzHih1vhGnNTEa9xVy9B/view?usp=drive_link,https://drive.google.com/file/d/1RNRpoa_2FhBFkRhL20hZSzGinWiOFSoo/view?usp=drive_link,https://drive.google.com/file/d/190c17jZxng1SNVJN-GLON4ZuAJUZqTy_/view?usp=drive_link,,,,36.5 см,"Чокер-браслет серебрянного цвета с бахромой 

Двухрядное украшение на ленте (вискоза и полиэстр) с кисточками из цепочек. Застёжка на две кнопки позволяет носить его и как браслет, и плотно по шее как чокер.

Длина: 36.5 см
Ширина: 0.8 см 
Длина бахромы: 1.5 см"," 
Латунь 
"," 
 
"," 
 
",134 000,1,,
серьги,MLS936 RUTHENIUM,Marie Laure Chamorel,https://drive.google.com/file/d/1tIU5ng7g7a7AUFgSvqZjts-LoV6E8h-E/view?usp=drive_link,https://drive.google.com/file/d/1E0HyLNY_IfO_nitLVGiVXbvsoc3lgR5m/view?usp=drive_link,https://drive.google.com/file/d/1mhonhDRy2XFK3ArreTA0qycMpnBhtScM/view?usp=drive_link,,,,3 см,"Серьги графитового цвета с бахромой и бриллиантами

Серьги-пусеты графитового цвета с позолоченной деталью, цепочками в покрытии рутений и бриллиантами

Размер бахромы: 2.5 см  
Вес: 2.4 гр", Серебро,"Рутений
Позолота",Бриллианты,232 000,1,,
серьги,MLS573 SILVER,Marie Laure Chamorel,https://drive.google.com/file/d/1jzNSEgYwBSmciJjGA8yEnnb4BKfCdns5/view?usp=drive_link,,,,,,6.3 см,"Плетенные серьги SILVER

Плетенные серьги-пусеты из изящных цепочек с кристаллами

Ширина: 0,6 см", Серебро," 
 ",Кристаллы,175 000,1,,
серьги,MLS464 BICOLORE_GOLD,Marie Laure Chamorel,https://drive.google.com/file/d/1JX5YgC_O_Ulh0UQW_OeWIX76e7sYVqFg/view?usp=drive_link,https://drive.google.com/file/d/1ausPGm02Cci42rupldhzuiuCNbXRWi7_/view?usp=drive_link,,,,,7 см,"Серьги биколор GOLD RUTHENIUM

Серьги-пусеты из струящихся цепочек разной длины", Серебро,"Рутений
Позолота"," 
 

",178 000,1,,
серьги,MLS595 GOLD,Marie Laure Chamorel,https://drive.google.com/file/d/1jbv36om9c2Ne_9atic7_uekmicAa4XSi/view?usp=drive_link,https://drive.google.com/file/d/1REIa5x0fRkrVW9G7fe7cI8iqSsKUR1Cb/view?usp=drive_link,,,,,13 см,"Экстра длинные плетенные серьги GOLD 

Плетенные серьги-пусеты из позолоченных цепочек с кристаллами", Серебро,Позолота," 
 
",165 000,1,,
серьги,MLS849 ANTIQUE_GOLD,Marie Laure Chamorel,https://disk.yandex.com/i/_2ast7jmuoz4bQ,https://drive.google.com/file/d/101-DLd4UjQ_EL2j2cHNlzDM7uqVHOHZX/view?usp=share_link,https://drive.google.com/file/d/1PxKB59jOvU1gJRx8WWItljlVJfe6K9tJ/view?usp=share_link,,,,3 см,"Серьги Кандилябры с алмазами польки

Позолоченные серьги кандилябры в цвете античного золота с алмазами польки

Ширина: 1.7 см", Серебро,Позолота,Алмаз Полька,260 000,1,,
серьги,MLS860 ANTIQUE_GOLD,Marie Laure Chamorel,,,,,,,7.4 см,"Серьги трансформеры

Позолоченные серьги-пусеты с двумя вариантами носки:
маленькие пусеты с подвеской колокольчик или пусеты с длинными струящимися цепочками 

Размер пусет: 1 см
Размер цепочек: 6.4 см", Серебро,Позолота," 
 
",106 000,1,,
серьги,MLS815 GOLD_BURGUNDI,Marie Laure Chamorel,https://drive.google.com/file/d/18JYnBOtlskayAHkOWvERSMAi7tTqtiDI/view?usp=share_link,https://drive.google.com/file/d/13apZ8OLW4hvRjvMLcAC8SWM1QD6QBkI6/view?usp=share_link,,,,,6 см,"Серьги с шелком GOLD BURGUNDI

Позолоченные плетенные серьги средней длины с кисточками и шелковой нитью цвета бургунди

Миниатюрные Кристаллы и цепочки-кисточки на концах создают дополнительные переливы.
","Серебро, шелк",Позолота ,Кристаллы,98 000,2,NEW,
серьги,MLS815 RUTHENIUM_LX_GOLD,Marie Laure Chamorel,https://drive.google.com/file/d/1_CdY-e3WESmFcE8aoeHClrO86-llLYbG/view?usp=drive_link,https://drive.google.com/file/d/1Q4ZorNVmNLa7heEU5epjSrmkGMCmqLsF/view?usp=drive_link,,,,,6 см,"Серьги биколор RUTHENIUM GOLD

Позолоченные плетенные серьги средней длины с кисточками 

Миниатюрные Кристаллы и цепочки-кисточки на концах создают дополнительные переливы.
",Серебро ,"Позолота, Рутений",Кристаллы,98 000,3,NEW,
серьги,MLS815 GOLD_GREY,Marie Laure Chamorel,https://drive.google.com/file/d/1RzlWoKggmxhsjlpHkWfxwQS1CDTY5zES/view?usp=drive_link,https://drive.google.com/file/d/15tcD7EkbI5B8dnGpscoozhWhFxCKTboY/view?usp=drive_link,,,,,6 см,"Серьги с шелком GOLD GREY


Позолоченные плетенные серьги средней длины с кисточками и шелковой нитью серого цвета

Миниатюрные Кристаллы и цепочки-кисточки на концах создают дополнительные переливы.
","Серебро, шелк",Позолота,Кристаллы,98 000,2,NEW,
серьги,MLS815 SILVER_GREY,Marie Laure Chamorel,https://drive.google.com/file/d/1wD5Nw2SiTvS_13o4snoIkvHcjHfo6REQ/view?usp=drive_link,https://drive.google.com/file/d/1npaVjU5DGJBheKsBg-mpm-uivael9r6d/view?usp=drive_link,,,,,6 см,"Серьги с шелком GREY

Серебряные плетенные серьги средней длины с кисточками и шелковой нитью серого цвета

Миниатюрные Кристаллы и цепочки-кисточки на концах создают дополнительные переливы.
","Серебро, шелк",Родий,Кристаллы,98 000,2,NEW,
серьги,MLS986 GOLD,Marie Laure Chamorel,https://drive.google.com/file/d/15HKpwYuoTM1Eznf6XO6gon5YMRZyHcqd/view?usp=drive_link,https://drive.google.com/file/d/191HhTOsOLiuIzD_nPQLOqLsfVDUWKC4N/view?usp=drive_link,,,,,7.5 см,"Длинные серьги косички GOLD

Длинные позолоченные серьги из серебра с тонкими цепочками и австрийскими хрустальными бусинами.

Лёгкое подвижное украшение, которое добавляет мягкое сияние и хорошо смотрится как в одиночку, так и в сочетании с другими серьгами.",Серебро,Позолота,Австрийские хрустальные бусины,108 000,1,NEW,
серьги,MLS986 RHODIUM,Marie Laure Chamorel,https://drive.google.com/file/d/12l7EIw6m0xF6iwKQbcRlnqVX9U9w4RMG/view?usp=drive_link,https://drive.google.com/file/d/1zXs0JfJl8dBuNy6OyHsxr_SJBV_oPNh6/view?usp=drive_link,,,,,7.5 см,"Длинные серьги косички RHODIUM

Длинные серьги из серебра с тонкими цепочками и австрийскими хрустальными бусинами.

Лёгкое подвижное украшение, которое добавляет мягкое сияние и хорошо смотрится как в одиночку, так и в сочетании с другими серьгами.",Серебро ,Родий,Австрийские хрустальные бусины,108 000,1,NEW,
серьги,MLS986 RUTHENIUM,Marie Laure Chamorel,https://drive.google.com/file/d/1hc0BFVRk1VKMdPDDwcZErSTeVuNPHs7O/view?usp=drive_link,https://drive.google.com/file/d/1-IVJPPIRPkPsYka9FUapuwd-3unelPmV/view?usp=drive_link,,,,,7.5 см,"Длинные серьги косички RUTHENIUM GOLD

Длинные серьги из серебра в покрытии золота и Рутений, и австрийскими хрустальными бусинами.

Лёгкое подвижное украшение, которое добавляет мягкое сияние и хорошо смотрится как в одиночку, так и в сочетании с другими серьгами.",Серебро ,"Позолота, Рутений",Австрийские хрустальные бусины,108 000,1,NEW,
серьги,MLS455 ANTIQUE_GOLD,Marie Laure Chamorel,https://drive.google.com/file/d/1TTxLu0bgpl0kvZ1tnLPhrMYcj_h_EzFU/view?usp=drive_link,https://drive.google.com/file/d/1YxWGub899UTwXzFYsF3-_EQCYK9wySJj/view?usp=drive_link,,,,,1.9 см,"Каффы с подвесками колокольчики ANTIQUE GOLD

Каффы из серебра   из пяти круглых элементов ручной работы с подвижными мини‑колокольчиками. Детали мягко звенят и красиво отражают свет, а лаконичная форма позволяет легко сочетать каффы с другими серьгами из коллекции.

Длина: 1.9 см
Ширина: 0.8 см",Серебро ,Позолота,,134 000,0,,
кольца,MLS522 GOLD 50,Marie Laure Chamorel,,,,,,,15,"Кольцо цепи

Кольцо из нежных цепочек с акцентным центром"," 
Серебро 
",Позолота," 
 
",228 000,1,,
колье,MLS550 SILVER_GREY,Marie Laure Chamorel,https://drive.google.com/file/d/18ptpVIVt55ubCt3Vbz5hMcEjBcO1UbSr/view?usp=drive_link,https://drive.google.com/file/d/1U05Dlea2R7XGXWDOwKV39v_8BPQ5-nc7/view?usp=drive_link,https://disk.yandex.com/i/K_5wUyRhn_i8_w,,,,Регулируемый,"Колье-чокер с бахромой SILVER

Плетенное колье из серебрянных цепочек и серой шелковой нитью с бахромой 

Размер: 34-37 см
Длина бахромы: 1.5 см"," 
Серебро, шелк"," 
 
"," 
 
",239 000,1,,
колье,MLS942 RUTHENIUM_LX_GOLD,Marie Laure Chamorel,https://drive.google.com/file/d/1_AECcrRYOpTJQw1LkWTgERQUhi67pH-P/view?usp=drive_link,https://drive.google.com/file/d/19Xm3adopJM8px77KS1hXtDzIU9s_66PQ/view?usp=drive_link,,,,,Регулируемый,"Колье-чокер с бахрамой RUTHENIUM

Плетенное колье из нежных цепочек в покрытии рутений и позолота с центральной акцентной бахромой

Размер: 34-37 см
Длина бахромы: 1.5 см
Вес: 10 гр"," 
Серебро","Рутений
Позолота"," 
 

",232 000,1,,
колье,MLS941 RUTHENIUM_LX_GOLD,Marie Laure Chamorel,https://drive.google.com/file/d/1pR2z2pUkAqmJl_H9wGYyrUFTsbkZtfL7/view?usp=drive_link,https://drive.google.com/file/d/10hXcCl96wXMf8lHI-ncfSrjjuneihOiM/view?usp=drive_link,,,,,Регулируемый,"Колье-чокер с частичной бахрамой RUTHENIUM

Плетенное колье из нежных цепочек в покрытии рутений и позолота с  акцентной бахромой

Размер: 34-37 см
Длина бахромы: 1.5 см
Вес: 5.3 гр"," 
Серебро","Рутений 
Позолота"," 
 
 
",167 000,1,,
колье,MLS863 SILVER,Marie Laure Chamorel,https://drive.google.com/file/d/1qDOxCoVBZCNCWcfSw_Btavo-nhxw4Ali/view?usp=drive_link,https://drive.google.com/file/d/1AMXUgYxw4Hb1Bm_lPKxFn3rupqpxljhM/view?usp=drive_link,https://drive.google.com/file/d/1TV9vGxHIHcrUrJz_JFS6_op4yRKJLScB/view?usp=drive_link,,,,Регулируемый,"Колье-чокер с подвескасками и бриллиантами

Плетенный колье-чокер из нежных цепочек и белой шелковой нитьи. С патинированными серебрянными капельками инкрустированные бриллиантами

Размер: 34-38 см"," 
Серебро, шелк","Рутений 
Позолота",Бриллианты,246 000,1,,
колье,MLS359 SILVER_GREY,Marie Laure Chamorel,https://drive.google.com/file/d/1gLYAEAUba1uFtaLdPpxzrxtHKtKQPnkR/view?usp=drive_link,https://drive.google.com/file/d/1z_8dHwLD27V_kgt0LOYg28YVUjyizi6O/view?usp=drive_link,,,,,75 см,"Лариат с кисточками SILVER

Плетенный лариат из цепочек и серой шелковой нити с кристаллами и акцентными кисточками

Размер кисточек: 4 см"," 
Серебро, шелк"," 
 

 ",Кристаллы,226 000,2,,
колье,MLS359 GOLD_GREY,Marie Laure Chamorel,https://drive.google.com/file/d/1yiK9z3rXvG14Pi16G-453U4oYY6bHM-w/view?usp=drive_link,https://drive.google.com/file/d/1z_8dHwLD27V_kgt0LOYg28YVUjyizi6O/view?usp=drive_link,https://drive.google.com/file/d/1k9Q9xqojXY1I96LnWADtYk3OQUiHaz9Z/view?usp=drive_link,https://drive.google.com/file/d/163jlDFGy_mJZeW0gDgJzyIqn8mSExMYC/view?usp=drive_link,,,75 см,"Лариат с кисточками GOLD

Плетенный лариат из позолоченных цепочек и серой шелковой нити с кристаллами и акцентными кисточками

Размер кисточки: 4 см"," 
Серебро, шелк"," 
 
Позолота

 ",Кристаллы,236 000,2,,
колье,MLS650 - SILVER GREY,Marie Laure Chamorel,https://drive.google.com/file/d/11iaWYxSK5CWwFkswV2yAtDbY--F5_Kk1/view?usp=drive_link,,,,,,80 см,"Лариат с бахромой SILVER

Плетенный лариат из цепочек и серой шелковой нити с бахромой и кисточками

Размер кисточек: 4 см
Размер бахромы: 1.5 см"," 
Серебро, шелк"," 
 
"," 
 
",221 000,2,,
колье,MLS650 GOLD_BEIGE,Marie Laure Chamorel,https://drive.google.com/file/d/1DusA-FeOxSOu0VP7eAPb95LTmXWgI47S/view?usp=drive_link,https://drive.google.com/file/d/1io3PeIbIDNLomngnqGULzmRTk1yK0Exe/view?usp=drive_link,,,,,80 см,"Лариат с бахромой GOLD

Плетенный лариат из позолоченных цепочек и бежевой шелковой нити с бахромой и кисточками

Размер кисточек: 4 см
Размер бахромы: 1.5 см"," 
Серебро, шелк"," 
 
Позолота
"," 
 

",229 000,3,,
колье,MLS650 - RUTHENIUM LX,Marie Laure Chamorel,https://drive.google.com/file/d/1qXK5oyGNmsR-pNG6XHVQZwGzmoriSYEr/view?usp=drive_link,https://drive.google.com/file/d/1J8Pvs7kntn85rpnVD8duV-BtRQGqjeL3/view?usp=drive_link,,,,,80 см,"Лариат с бахромой GOLD RUTHENIUM

Плетенный лариат из цепочек в покрытии позолоты и рутений с бахромой и кисточками

Размер кисточек: 4 см
Размер бахромы: 1.5 см"," 
Серебро"," 
 
Рутений 
Позолота"," 
 
 
",229 000,2,,
колье,MLS890,Marie Laure Chamorel,,,,,,,Регулируемый,"Колье из серебра с подвеской Сердце
Колье с плетёными цепочками в отделке под золото и Рутений и подвеской‑сердцем из оксидированного серебра, украшенной мини‑цирконами. Акцентное, но носибельное украшение с регулируемой длиной.

Длина: 45–49 см",Серебро ,,,195 000,0,,
колье,MLS182 - GOLD_BEIGE,Marie Laure Chamorel,https://drive.google.com/file/d/1eusXAnlB-Q5EHZmo09Fs7-TdjPlH_xHR/view?usp=drive_link,,,,,,74 см,"Плетенный Лариат GOLD BEIGE

Плетёное колье из серебрянной тонкой цепочки форзат  , переплетённой с шёлковой нитью бежевого цвета и усыпленной мелкими кристаллами. Универсальное украшение: можно носить как колье или оборачивать вокруг запястья как браслет.","Серебро, шелк",Позолота,Кристаллы,141 000,1,NEW,
колье,MLS182 - GOLD_GREY,Marie Laure Chamorel,https://drive.google.com/file/d/1EZPX4jn0hAiQMF7FpdNdkYcoN85mSFqy/view?usp=drive_link,,,,,,74 см,"Плетенный Лариат GOLD GREY

Плетёное колье из серебрянной тонкой цепочки форзат, переплетённой с шёлковой нитью серого цвета и усыпленной мелкими кристаллами. Универсальное украшение: можно носить как колье или оборачивать вокруг запястья как браслет.","Серебро, шелк",Позолота,Кристаллы,141 000,2,NEW,
колье,MLS182 - SILVER GREY,Marie Laure Chamorel,https://drive.google.com/file/d/1iDS5QNfzISKgZPJ-hWGGWXRCjo92XyAo/view?usp=drive_link,,,,,,74 см,"Плетенный Лариат GREY

Плетёное колье из серебрянной тонкой цепочки форзат, переплетённой с шёлковой нитью серого цвета и усыпленной мелкими кристаллами. Универсальное украшение: можно носить как колье или оборачивать вокруг запястья как браслет.","Серебро, шелк",,Кристаллы,130 000,1,NEW,
колье,MLS182 - GOLD_BURGUNDI,Marie Laure Chamorel,https://drive.google.com/file/d/1iASQxX9Sz4jcx7LD9xxsIHaoSIYKZerQ/view?usp=drive_link,,,,,,74 см,"Плетенный Лариат GOLD BURGUNDI

Плетёное колье из серебрянной тонкой цепочки форзат, переплетённой с шёлковой нитью цвета бургунди и усыпленной мелкими кристаллами. Универсальное украшение: можно носить как колье или оборачивать вокруг запястья как браслет.","Серебро, шелк",Позолота,Кристаллы,141 000,1,NEW,
колье,MLS182 - GOLD_CORAIL,Marie Laure Chamorel,https://drive.google.com/file/d/1aE3IPyb2oHYeFXkG35w-esNeh4EsP_RE/view?usp=drive_link,,,,,,74 см,"Плетенный Лариат GOLD CORAIL

Плетёное колье из серебрянной тонкой цепочки форзат, переплетённой с шёлковой нитью кораллового цвета и усыпленной мелкими кристаллами. Универсальное украшение: можно носить как колье или оборачивать вокруг запястья как браслет.","Серебро, шелк",Позолота,Кристаллы,141 000,1,NEW,
колье,MLS182 - GOLD_TURQUOISE,Marie Laure Chamorel,https://drive.google.com/file/d/1fikKPHUjDuSDnrfGG0UDlvWQ4qTfBxtZ/view?usp=drive_link,,,,,,74 см,"Плетенный Лариат GOLD TURQUOISE

Плетёное колье из серебрянной тонкой цепочки форзат, переплетённой с шёлковой нитью бирюзового цвета и усыпленной мелкими кристаллами. Универсальное украшение: можно носить как колье или оборачивать вокруг запястья как браслет.","Серебро, шелк",Позолота,Кристаллы,141 000,2,NEW,
колье,MLS182 - RUTHENIUM LX GOLD,Marie Laure Chamorel,https://drive.google.com/file/d/1nSVsQmXrCIYFOh-T-3QrtYhL18yRBPY0/view?usp=drive_link,,,,,,74 см,"Плетенный Лариат RUTHENIUM GOLD

Плетёное колье из серебрянных тонких цепочек форзат и усыпленной мелкими кристаллами. Универсальное украшение: можно носить как колье или оборачивать вокруг запястья как браслет.",Серебро ,"Позолота, Рутений",Кристаллы,141 000,3,NEW,
